BJD - 2454833, Corrected Flux
3049.204078039, 1.011253217,
3049.224509634, 1.011778814,
3049.244941229, 1.011735121,
3049.265372823, 1.011550036,
3049.285804418, 1.011767253,
3049.326667609, 1.011657158,
3049.347099304, 1.011568680,
3049.367530799, 1.011692657,
3049.387962495, 1.011816172,
3049.408394090, 1.011744642,
3049.428825586, 1.011732816,
3049.449257282, 1.011683949,
3049.469688877, 1.011779828,
3049.490120373, 1.011582474,
3049.530983665, 1.011718185,
3049.571846858, 1.011382792,
3049.592278454, 1.011596501,
3049.612710151, 1.011675704,
3049.633141647, 1.011856063,
3049.653573244, 1.011622478,
3049.674004941, 1.011598317,
3049.694436437, 1.011697646,
3049.714868034, 1.011765009,
3049.735299731, 1.011558840,
3049.755731229, 1.011612693,
3049.776162926, 1.011675125,
3049.817026120, 1.011592359,
3049.837457718, 1.011589015,
3049.857889315, 1.011698229,
3049.878320813, 1.011654786,
3049.898752511, 1.011956443,
3049.919184109, 1.012132174,
3049.939615607, 1.012149219,
3049.960047305, 1.012106106,
3049.980478903, 1.012117198,
3050.000910601, 1.014100178,
3050.021342100, 1.011704966,
3050.062205397, 1.012642839,
3050.082636895, 1.012208480,
3050.103068494, 1.012253405,
3050.123500193, 1.012416347,
3050.143931692, 1.012233345,
3050.164363291, 1.012274422,
3050.184794990, 1.012342339,
3050.205226489, 1.012371139,
3050.225658189, 1.012223314,
3050.246089788, 1.012291637,
3050.266521288, 1.011790719,
3050.307384587, 1.012278291,
3050.327816087, 1.012341540,
3050.348247787, 1.012314416,
3050.368679387, 1.012559774,
3050.389110987, 1.012452842,
3050.409542587, 1.012412544,
3050.429974188, 1.012553294,
3050.450405888, 1.012463419,
3050.470837489, 1.012368919,
3050.491268989, 1.012139903,
3050.511700690, 1.012391501,
3050.552563792, 1.011971096,
3050.572995493, 1.012233728,
3050.593427094, 1.012116411,
3050.613858595, 1.012177637,
3050.634290297, 1.012117879,
3050.654721798, 1.012270632,
3050.675153500, 1.012252147,
3050.695585102, 1.009837849,
3050.716016603, 1.003173979,
3050.736448305, 1.002187824,
3050.756879907, 1.001668397,
3050.777311410, 1.001484339,
3050.797743112, 1.001516364,
3050.818174714, 1.002056334,
3050.838606317, 1.002876136,
3050.859037919, 1.009025122,
3050.879469522, 1.012147701,
3050.899901225, 1.012269606,
3050.920332727, 1.012359970,
3050.940764330, 1.012189840,
3050.961196034, 1.012351591,
3050.981627637, 1.012310732,
3051.002059140, 1.012127861,
3051.042922447, 1.012205424,
3051.063353951, 1.012165730,
3051.083785654, 1.012102617,
3051.104217258, 1.012184688,
3051.124648862, 1.012331082,
3051.145080466, 1.012450241,
3051.165512071, 1.012291177,
3051.185943775, 1.012359654,
3051.206375279, 1.012332696,
3051.226806884, 1.012348827,
3051.247238488, 1.012285149,
3051.288101598, 1.012500825,
3051.308533303, 1.012361313,
3051.328964908, 1.012206313,
3051.349396613, 1.012378653,
3051.369828119, 1.012551561,
3051.390259724, 1.012661249,
3051.410691430, 1.012565579,
3051.431122935, 1.012406382,
3051.451554541, 1.012180556,
3051.471986247, 1.012302076,
3051.492417753, 1.012199327,
3051.533281065, 1.012292242,
3051.553712672, 1.012149521,
3051.574144278, 1.012068436,
3051.594575885, 1.012086094,
3051.615007491, 1.012138293,
3051.635439098, 1.012548020,
3051.655870705, 1.012106490,
3051.676302312, 1.012287877,
3051.696734019, 1.012236691,
3051.717165526, 1.011991263,
3051.737597234, 1.012428023,
3051.778460349, 1.012327880,
3051.798892057, 1.012325538,
3051.819323665, 1.012487138,
3051.839755173, 1.012675160,
3051.860186881, 1.012316420,
3051.880618489, 1.012362959,
3051.901049997, 1.012420421,
3051.921481706, 1.012284604,
3051.941913214, 1.012373462,
3051.962344923, 1.012605361,
3051.982776532, 1.012859187,
3052.023639750, 1.012496952,
3052.044071359, 1.012416057,
3052.064502968, 1.012472526,
3052.084934578, 1.012470000,
3052.105366187, 1.012651542,
3052.146229407, 1.012764763,
3052.166661017, 1.012723772,
3052.187092727, 1.012750235,
3052.207524337, 1.013070295,
3052.227955847, 1.012780675,
3052.268819168, 1.012773280,
3052.289250679, 1.012826927,
3052.309682389, 1.012909201,
3052.330114000, 1.012980810,
3052.350545511, 1.012609501,
3052.370977222, 1.012933851,
3052.391408834, 1.013176002,
3052.411840545, 1.012810441,
3052.432272057, 1.013155638,
3052.452703668, 1.012891522,
3052.473135380, 1.013128607,
3052.493566892, 1.013247517,
3052.513998504, 1.013236029,
3052.534430216, 1.013338527,
3052.554861728, 1.013427343,
3052.575293341, 1.013137119,
3052.595725053, 1.013191905,
3052.616156566, 1.013374607,
3052.636588279, 1.013450345,
3052.657019792, 1.013083684,
3052.677451405, 1.013492296,
3052.697883118, 1.013410435,
3052.718314731, 1.013018556,
3052.759177958, 1.012959144,
3052.779609572, 1.013028524,
3052.800041185, 1.013016822,
3052.820472799, 1.013204080,
3052.840904413, 1.013087687,
3052.861336128, 1.013183323,
3052.881767642, 1.013041632,
3052.902199256, 1.012845878,
3052.922630971, 1.012806568,
3052.943062486, 1.013115290,
3052.963494101, 1.012903555,
3053.004357331, 1.012741912,
3053.024789046, 1.013013122,
3053.045220661, 1.013227956,
3053.065652177, 1.013254634,
3053.086083892, 1.012775855,
3053.106515508, 1.013137814,
3053.126947024, 1.013210492,
3053.147378740, 1.013093437,
3053.167810356, 1.013175620,
3053.188241973, 1.013134527,
3053.208673589, 1.012962752,
3053.249536922, 1.013211802,
3053.269968439, 1.013471456,
3053.290400056, 1.013167416,
3053.310831673, 1.013374632,
3053.331263291, 1.007099583,
3053.351694908, 1.003644249,
3053.372126526, 1.002853802,
3053.392558143, 1.002614326,
3053.412989861, 1.002552290,
3053.433421479, 1.002301127,
3053.453852997, 1.002890649,
3053.494716333, 1.012330126,
3053.515147852, 1.013046830,
3053.535579571, 1.013162259,
3053.556011189, 1.012932262,
3053.576442708, 1.013184264,
3053.596874427, 1.013047800,
3053.617306046, 1.013202193,
3053.637737766, 1.013252235,
3053.658169285, 1.013211587,
3053.678600905, 1.013189947,
3053.699032624, 1.013104656,
3053.739895764, 1.013108541,
3053.760327485, 1.013011516,
3053.780759005, 1.013218670,
3053.801190625, 1.013069099,
3053.821622346, 1.013018454,
3053.842053967, 1.013134772,
3053.862485587, 1.012971048,
3053.882917208, 1.013374857,
3053.903348830, 1.013313986,
3053.923780451, 1.013283431,
3053.944212072, 1.013197205,
3053.985075315, 1.013314333,
3054.005506937, 1.013272834,
3054.025938559, 1.013339525,
3054.046370181, 1.013294678,
3054.066801804, 1.013345333,
3054.087233526, 1.013468099,
3054.107665049, 1.013509675,
3054.128096671, 1.013780025,
3054.148528394, 1.013773498,
3054.168959917, 1.013478513,
3054.189391540, 1.013533664,
3054.230254787, 1.013622044,
3054.250686511, 1.013628086,
3054.271118134, 1.013545391,
3054.291549658, 1.013797181,
3054.311981382, 1.013481312,
3054.332413007, 1.013576709,
3054.352844531, 1.013630262,
3054.373276255, 1.013645912,
3054.393707880, 1.013723460,
3054.414139505, 1.013789692,
3054.434571130, 1.013760801,
3054.475434480, 1.013731013,
3054.495866105, 1.014091787,
3054.516297631, 1.013901829,
3054.536729356, 1.013708418,
3054.557160982, 1.013645358,
3054.577592508, 1.014220055,
3054.598024234, 1.013693914,
3054.618455860, 1.013776179,
3054.638887487, 1.013739592,
3054.659319113, 1.013773105,
3054.679750640, 1.013617935,
3054.720613994, 1.013853512,
3054.741045521, 1.013668474,
3054.761477248, 1.014095799,
3054.781908876, 1.013683570,
3054.802340403, 1.014096412,
3054.822772131, 1.014190179,
3054.843203759, 1.014436757,
3054.863635487, 1.014044951,
3054.884067015, 1.013842865,
3054.904498644, 1.013861009,
3054.924930372, 1.013685587,
3054.965793530, 1.013987879,
3054.986225259, 1.013909228,
3055.006656788, 1.014089681,
3055.027088417, 1.013599874,
3055.047520147, 1.013779781,
3055.067951776, 1.013604711,
3055.088383406, 1.013729911,
3055.108815036, 1.013538457,
3055.129246666, 1.013616161,
3055.149678296, 1.013440058,
3055.170109927, 1.013523286,
3055.210973288, 1.013570405,
3055.231404819, 1.013550120,
3055.251836550, 1.013469302,
3055.272268181, 1.013680960,
3055.292699712, 1.013596028,
3055.313131444, 1.013630756,
3055.333562975, 1.014050545,
3055.353994607, 1.013397282,
3055.374426339, 1.013283312,
3055.394857871, 1.013745612,
3055.415289503, 1.013534689,
3055.456152768, 1.013572146,
3055.476584501, 1.013393117,
3055.497016134, 1.013636762,
3055.517447667, 1.013444991,
3055.537879400, 1.013552598,
3055.558311034, 1.013654445,
3055.578742667, 1.013562581,
3055.599174301, 1.013541442,
3055.619605935, 1.013483594,
3055.640037569, 1.013694789,
3055.660469203, 1.013591697,
3055.701332572, 1.013395461,
3055.721764207, 1.013332306,
3055.742195741, 1.013648618,
3055.762627476, 1.013544983,
3055.783059112, 1.013643994,
3055.803490647, 1.013524811,
3055.823922382, 1.013772256,
3055.844354018, 1.013855541,
3055.864785754, 1.013782493,
3055.885217290, 1.013757618,
3055.905648926, 1.013747400,
3055.946512199, 1.011768990,
3055.966943835, 1.004540010,
3055.987375472, 1.003076127,
3056.007807109, 1.002477310,
3056.028238746, 1.002644413,
3056.048670384, 1.002754397,
3056.069102021, 1.002909198,
3056.089533759, 1.003756525,
3056.109965297, 1.009034979,
3056.130396935, 1.013566468,
3056.150828673, 1.013337699,
3056.191691849, 1.013725624,
3056.212123588, 1.013634968,
3056.232555127, 1.013478051,
3056.252986766, 1.013546202,
3056.273418505, 1.013426660,
3056.293850144, 1.013599633,
3056.314281784, 1.013591291,
3056.334713423, 1.013607916,
3056.355145063, 1.013687234,
3056.375576803, 1.013568234,
3056.396008343, 1.013671488,
3056.416439984, 1.013762116,
3056.436871724, 1.013763272,
3056.457303265, 1.013649066,
3056.477735006, 1.013720145,
3056.498166647, 1.014001645,
3056.518598188, 1.013925623,
3056.539029929, 1.013987713,
3056.559461571, 1.014073468,
3056.579893112, 1.014044070,
3056.600324854, 1.013936137,
3056.620756496, 1.013841203,
3056.641188039, 1.013973408,
3056.682051424, 1.014340722,
3056.702483066, 1.014171577,
3056.722914709, 1.014024123,
3056.743346352, 1.014304752,
3056.763777995, 1.014093676,
3056.784209639, 1.014337232,
3056.804641282, 1.014360123,
3056.825072926, 1.014245109,
3056.845504570, 1.014143833,
3056.865936214, 1.014137359,
3056.886367959, 1.014066658,
3056.927231248, 1.014228451,
3056.947662893, 1.014079773,
3056.968094438, 1.013935259,
3056.988526183, 1.014203576,
3057.008957828, 1.014044220,
3057.029389374, 1.014121257,
3057.049821119, 1.014055297,
3057.070252765, 1.014174528,
3057.090684511, 1.014088439,
3057.111116057, 1.014185313,
3057.131547704, 1.013885865,
3057.172410997, 1.014151038,
3057.192842644, 1.014193309,
3057.213274391, 1.014169710,
3057.233705939, 1.013962616,
3057.254137586, 1.014037830,
3057.274569334, 1.013803185,
3057.295000882, 1.013843533,
3057.315432630, 1.013882574,
3057.335864278, 1.013940282,
3057.356295826, 1.013799903,
3057.376727575, 1.013717033,
3057.397159124, 1.013985347,
3057.417590773, 1.013863011,
3057.438022522, 1.014041276,
3057.458454171, 1.013773190,
3057.478885820, 1.013979545,
3057.499317470, 1.014057270,
3057.519749120, 1.013994278,
3057.540180770, 1.013961752,
3057.560612420, 1.013949593,
3057.581044070, 1.014008457,
3057.601475821, 1.013979906,
3057.621907372, 1.013819584,
3057.662770774, 1.013495350,
3057.683202325, 1.013563329,
3057.703634077, 1.013511283,
3057.724065728, 1.013440379,
3057.744497280, 1.013386158,
3057.764929032, 1.013324806,
3057.785360684, 1.013436836,
3057.805792237, 1.013797402,
3057.826223989, 1.013429530,
3057.846655642, 1.013583488,
3057.867087195, 1.013531558,
3057.907950602, 1.013744249,
3057.928382355, 1.013773880,
3057.948813909, 1.013646478,
3057.969245563, 1.013635041,
3057.989677217, 1.013482304,
3058.010108871, 1.013304550,
3058.030540525, 1.013504817,
3058.050972180, 1.013552196,
3058.071403835, 1.013318603,
3058.091835590, 1.013282490,
3058.112267245, 1.013177086,
3058.153130556, 1.014058760,
3058.173562212, 1.013909895,
3058.193993768, 1.013788691,
3058.214425524, 1.013783139,
3058.234857180, 1.013848299,
3058.255288737, 1.013954670,
3058.275720494, 1.013882220,
3058.296152151, 1.013971665,
3058.316583908, 1.013983829,
3058.337015465, 1.014008608,
3058.357447123, 1.013958549,
3058.377878880, 1.013777379,
3058.398310438, 1.013861617,
3058.418742096, 1.013852047,
3058.439173854, 1.013852281,
3058.459605413, 1.013900415,
3058.480037172, 1.013852576,
3058.500468830, 1.014070742,
3058.520900389, 1.014054178,
3058.541332149, 1.014177130,
3058.561763808, 1.013915950,
3058.582195468, 1.008765982,
3058.602627127, 1.004181934,
3058.643490448, 1.003395643,
3058.663922108, 1.003410699,
3058.684353769, 1.003523570,
3058.704785429, 1.004207883,
3058.725217090, 1.005896538,
3058.745648751, 1.013323389,
3058.766080513, 1.014305915,
3058.786512074, 1.014450108,
3058.806943736, 1.014143125,
3058.827375498, 1.014216409,
3058.847807060, 1.014196414,
3058.888670485, 1.014031372,
3058.909102048, 1.014120610,
3058.929533811, 1.014228711,
3058.949965474, 1.014100625,
3058.970397037, 1.014237996,
3058.990828801, 1.014187148,
3059.011260464, 1.014403038,
3059.031692028, 1.014274799,
3059.052123793, 1.014530410,
3059.072555457, 1.014202496,
3059.092987221, 1.014491014,
3059.133850451, 1.014483570,
3059.154282216, 1.014403431,
3059.174713781, 1.014215268,
3059.195145447, 1.014106078,
3059.215577213, 1.014048847,
3059.236008879, 1.013969557,
3059.256440445, 1.014166757,
3059.276872211, 1.014067173,
3059.297303878, 1.014259691,
3059.317735544, 1.013782406,
3059.338167211, 1.014136634,
3059.379030546, 1.014323537,
3059.399462213, 1.013876385,
3059.419893781, 1.014253041,
3059.440325549, 1.014022858,
3059.460757217, 1.014168064,
3059.481188985, 1.014154421,
3059.501620554, 1.014067359,
3059.522052223, 1.014188697,
3059.542483992, 1.014196797,
3059.562915561, 1.013892809,
3059.583347230, 1.014215225,
3059.624210570, 1.014509434,
3059.644642240, 1.014001664,
3059.665074010, 1.014072507,
3059.685505580, 1.014060641,
3059.705937351, 1.014088807,
3059.726369022, 1.013932831,
3059.746800693, 1.014070030,
3059.767232364, 1.013973028,
3059.787664035, 1.014038512,
3059.808095707, 1.013940620,
3059.828527379, 1.014113922,
3059.869390823, 1.013900703,
3059.889822395, 1.013820829,
3059.910254068, 1.013767181,
3059.930685841, 1.014071630,
3059.951117514, 1.013698746,
3059.971549087, 1.013694596,
3059.991980861, 1.013423302,
3060.012412435, 1.013607652,
3060.032844108, 1.013546282,
3060.053275883, 1.013737684,
3060.073707457, 1.013579427,
3060.114570906, 1.013642410,
3060.135002481, 1.014066572,
3060.155434256, 1.013716248,
3060.175865932, 1.014135273,
3060.196297507, 1.014248997,
3060.216729283, 1.013919377,
3060.237160959, 1.013817990,
3060.257592735, 1.013755005,
3060.278024312, 1.013980352,
3060.298455989, 1.013914437,
3060.318887765, 1.014010739,
3060.359751020, 1.013581775,
3060.380182797, 1.013802597,
3060.400614475, 1.013844662,
3060.421046053, 1.013763292,
3060.441477831, 1.013826455,
3060.461909510, 1.013886426,
3060.482341188, 1.014030880,
3060.502772867, 1.013962717,
3060.523204546, 1.013941608,
3060.543636325, 1.013932375,
3060.564067905, 1.014173354,
3060.604931364, 1.014315039,
3060.625362944, 1.014279718,
3060.645794724, 1.014415207,
3060.666226305, 1.014292338,
3060.686657986, 1.014173451,
3060.707089767, 1.014372620,
3060.727521448, 1.014100174,
3060.747953029, 1.014259457,
3060.768384811, 1.014592226,
3060.788816393, 1.014241165,
3060.809248075, 1.014209511,
3060.850111439, 1.014392144,
3060.870543222, 1.014157621,
3060.890974905, 1.014241712,
3060.911406488, 1.014442741,
3060.931838271, 1.014537106,
3060.952269955, 1.014375561,
3060.972701639, 1.014415480,
3060.993133323, 1.014423295,
3061.013565007, 1.014494575,
3061.033996791, 1.014567793,
3061.054428376, 1.014376638,
3061.095291846, 1.014525254,
3061.115723531, 1.014487130,
3061.136155117, 1.014830452,
3061.156586903, 1.014539652,
3061.177018589, 1.014540588,
3061.197450175, 1.013637715,
3061.217881961, 1.005998062,
3061.238313648, 1.004428829,
3061.258745435, 1.003814532,
3061.279177022, 1.003677713,
3061.299608709, 1.003789084,
3061.340472085, 1.004825893,
3061.360903773, 1.009250124,
3061.381335461, 1.014750236,
3061.401767149, 1.014534923,
3061.422198738, 1.014565034,
3061.442630527, 1.014192165,
3061.463062216, 1.014387598,
3061.483494005, 1.014744994,
3061.503925595, 1.014909149,
3061.524357285, 1.014396822,
3061.544789075, 1.014198546,
3061.585652355, 1.014215409,
3061.606084146, 1.014413412,
3061.626515837, 1.014467361,
3061.646947528, 1.014221122,
3061.667379220, 1.014413245,
3061.687810911, 1.014145921,
3061.708242603, 1.014399028,
3061.728674295, 1.014569869,
3061.749105987, 1.014272768,
3061.769537780, 1.014256721,
3061.789969373, 1.014226248,
3061.830832859, 1.014232669,
3061.851264452, 1.014352571,
3061.871696246, 1.014563209,
3061.892127939, 1.014209366,
3061.912559534, 1.014296006,
3061.932991328, 1.014213648,
3061.953423023, 1.014243012,
3061.973854617, 1.014445477,
3061.994286412, 1.014586020,
3062.014718108, 1.014456074,
3062.035149803, 1.014269071,
3062.096444891, 1.014363954,
3062.116876587, 1.014036416,
3062.137308184, 1.014293680,
3062.157739981, 1.014342553,
3062.178171678, 1.013994390,
3062.198603375, 1.014177253,
3062.219035073, 1.013848203,
3062.239466771, 1.014001611,
3062.259898569, 1.013795915,
3062.280330267, 1.013903358,
3062.300761866, 1.013859956,
3062.321193664, 1.014079605,
3062.341625363, 1.014105929,
3062.362056962, 1.014136481,
3062.382488762, 1.014033349,
3062.402920461, 1.013929511,
3062.423352261, 1.013743145,
3062.443783862, 1.014041292,
3062.464215562, 1.013758344,
3062.484647362, 1.014120868,
3062.505078963, 1.013945002,
3062.525510664, 1.014093358,
3062.566374067, 1.014379663,
3062.586805769, 1.014443411,
3062.607237571, 1.014312510,
3062.627669173, 1.014492721,
3062.648100976, 1.014229258,
3062.668532679, 1.014192623,
3062.688964282, 1.014235109,
3062.709396085, 1.014165593,
3062.729827688, 1.014296927,
3062.750259492, 1.014271648,
3062.770691196, 1.014134241,
3062.791122900, 1.014292388,
3062.811554604, 1.014337745,
3062.831986309, 1.014395420,
3062.852418014, 1.014594036,
3062.872849719, 1.014555473,
3062.893281424, 1.014713638,
3062.913713130, 1.014636731,
3062.934144836, 1.014484341,
3062.954576542, 1.014507674,
3062.975008248, 1.014611081,
3062.995440055, 1.014505559,
3063.015871662, 1.014541662,
3063.056735176, 1.014507459,
3063.077166784, 1.014619997,
3063.097598591, 1.014415531,
3063.118030299, 1.014508545,
3063.138461908, 1.014548964,
3063.158893716, 1.014692272,
3063.179325425, 1.014352358,
3063.199757234, 1.014544687,
3063.220188843, 1.014726077,
3063.240620553, 1.014439794,
3063.261052362, 1.014398116,
3063.301915682, 1.014597650,
3063.322347493, 1.014731096,
3063.342779103, 1.014918900,
3063.363210814, 1.014706683,
3063.383642626, 1.014840388,
3063.404074237, 1.014756302,
3063.424506049, 1.014735553,
3063.444937661, 1.014525867,
3063.465369373, 1.014770676,
3063.485801185, 1.014635397,
3063.506232898, 1.014554942,
3063.547096324, 1.014645797,
3063.567528037, 1.014447354,
3063.587959751, 1.014778367,
3063.608391465, 1.014797032,
3063.628823179, 1.014718554,
3063.649254993, 1.014414945,
3063.669686608, 1.014683009,
3063.690118323, 1.014588568,
3063.710550138, 1.014542876,
3063.730981753, 1.014377054,
3063.751413469, 1.014718425,
3063.792276901, 1.014402176,
3063.812708717, 1.014322042,
3063.833140434, 1.010507143,
3063.853572051, 1.004941220,
3063.874003868, 1.004239049,
3063.894435585, 1.004027374,
3063.914867203, 1.003800449,
3063.935299020, 1.003742055,
3063.955730739, 1.004128793,
3063.976162557, 1.005327044,
3063.996594175, 1.012496343,
3064.772999871, 1.014233551,
3064.793431599, 1.014245837,
3064.813863428, 1.014329167,
3064.834295057, 1.013974742,
3064.854726787, 1.014274428,
3064.875158616, 1.014487761,
3064.895590246, 1.014390813,
3064.916021976, 1.014201908,
3064.936453806, 1.014473903,
3064.956885437, 1.014364281,
3064.977317268, 1.014558649,
3065.018180631, 1.014559374,
3065.038612462, 1.014544358,
3065.059044194, 1.014882578,
3065.079475827, 1.014915478,
3065.099907659, 1.014809093,
3065.120339392, 1.014629241,
3065.140771225, 1.014531734,
3065.161202858, 1.014465356,
3065.181634592, 1.014543810,
3065.202066425, 1.014642808,
3065.222498059, 1.014806204,
3065.263361628, 1.014888191,
3065.283793363, 1.014739381,
3065.304224998, 1.014757829,
3065.324656834, 1.014678328,
3065.345088569, 1.014709782,
3065.365520305, 1.014583441,
3065.385952041, 1.014673564,
3065.406383778, 1.014521466,
3065.426815514, 1.014676555,
3065.447247251, 1.014658254,
3065.467678889, 1.014676780,
3065.508542464, 1.014977816,
3065.528974302, 1.014904785,
3065.549405940, 1.014857219,
3065.569837679, 1.014872779,
3065.590269518, 1.014981042,
3065.610701157, 1.015308679,
3065.631132896, 1.014958500,
3065.651564736, 1.014830778,
3065.671996376, 1.014905573,
3065.692428216, 1.014738462,
3065.712859956, 1.014824377,
3065.753723438, 1.014956885,
3065.774155179, 1.014949662,
3065.794586821, 1.015150981,
3065.815018662, 1.014885398,
3065.835450404, 1.014839436,
3065.855882147, 1.014682498,
3065.876313889, 1.014669218,
3065.896745632, 1.014300607,
3065.917177475, 1.014575073,
3065.937609219, 1.014548564,
3065.958040862, 1.015038028,
3066.244085303, 1.014423803,
3066.264517150, 1.014027366,
3066.284948898, 1.014333346,
3066.305380747, 1.014266844,
3066.325812395, 1.014365435,
3066.346244144, 1.014616546,
3066.366675993, 1.014467171,
3066.387107643, 1.014584640,
3066.407539392, 1.014483855,
3066.427971242, 1.014443419,
3066.448402993, 1.014036908,
3066.468834743, 1.006978638,
3066.489266494, 1.004558484,
3066.509698245, 1.003770774,
3066.530129996, 1.003818155,
3066.550561748, 1.003686157,
3066.570993500, 1.003845807,
3066.591425252, 1.004384614,
3066.611857005, 1.007774894,
3066.632288757, 1.014169825,
3066.652720610, 1.014106783,
3066.673152263, 1.013949807,
3066.693584117, 1.013901462,
3066.734447525, 1.013959181,
3066.754879380, 1.014140162,
3066.775311034, 1.014096974,
3066.795742789, 1.013987842,
3066.816174644, 1.014113639,
3066.836606300, 1.014134479,
3066.857038156, 1.014012258,
3066.877469912, 1.014103264,
3066.897901568, 1.014269603,
3066.918333425, 1.014103701,
3066.938765182, 1.014207993,
3066.979628696, 1.014043378,
3067.000060454, 1.014221648,
3067.020492212, 1.014085777,
3067.040923971, 1.014449182,
3067.061355729, 1.014012428,
3067.081787588, 1.014182425,
3067.102219247, 1.014263226,
3067.122651007, 1.014068806,
3067.143082866, 1.014253588,
3067.163514626, 1.014439183,
3067.183946287, 1.014195876,
3067.224809908, 1.014551466,
3067.245241670, 1.014462794,
3067.265673431, 1.014723152,
3067.286105193, 1.014451703,
3067.306537055, 1.014317220,
3067.326968717, 1.014465477,
3067.347400480, 1.014184573,
3067.367832242, 1.014270110,
3067.388264006, 1.014525858,
3067.408695869, 1.014632733,
3067.429127633, 1.014264697,
3067.469991161, 1.014515149,
3067.490422826, 1.014485515,
3067.510854591, 1.014417511,
3067.531286456, 1.014567786,
3067.551718121, 1.014439461,
3067.572149887, 1.014551676,
3067.592581753, 1.014490840,
3067.613013419, 1.014794586,
3067.633445286, 1.014787031,
3067.653877053, 1.015024403,
3067.674308820, 1.015016396,
3067.694740587, 1.014845157,
3067.715172355, 1.014833632,
3067.735604123, 1.014809646,
3067.756035891, 1.014820984,
3067.776467660, 1.014649757,
3067.796899529, 1.014633845,
3067.817331298, 1.014694553,
3067.837762968, 1.014466420,
3067.858194837, 1.014624783,
3067.878626607, 1.014649957,
3067.899058278, 1.014640152,
3067.919490148, 1.014818842,
3067.960353591, 1.014345678,
3067.980785462, 1.014340386,
3068.001217234, 1.014532690,
3068.021649106, 1.014475838,
3068.042080779, 1.014412902,
3068.062512551, 1.014367713,
3068.082944424, 1.014312040,
3068.103376097, 1.014292636,
3068.123807771, 1.014261689,
