BJD - 2454833, Corrected Flux
3008.504185782, 0.993571744,
3008.524617689, 0.993311506,
3008.545049596, 0.994092470,
3008.565481502, 0.997099603,
3008.585913408, 0.999738601,
3008.626777219, 0.994245713,
3008.647209224, 0.994449111,
3008.667641028, 0.991780326,
3008.688072932, 0.984962451,
3008.708504936, 0.983586552,
3008.728936739, 0.985629878,
3008.749368642, 0.987972420,
3008.769800644, 0.989800858,
3008.790232446, 0.991046359,
3008.810664348, 0.992999617,
3008.831096349, 0.999380135,
3008.871960050, 0.994915561,
3008.892392051, 0.994689902,
3008.912823850, 0.994750690,
3008.933255749, 0.994772914,
3008.953687748, 0.994956673,
3008.974119647, 0.994615701,
3008.994551545, 0.994594213,
3009.014983442, 0.994437833,
3009.035415340, 0.994564676,
3009.055847236, 0.994608183,
3009.076279133, 0.994340084,
3009.117142925, 0.994729987,
3009.137574820, 0.994804614,
3009.158006615, 0.994761666,
3009.178438610, 0.994640820,
3009.198870504, 0.994871648,
3009.219302298, 0.994836248,
3009.239734291, 0.994930263,
3009.260166184, 0.994761516,
3009.280597976, 0.994780496,
3009.301029969, 0.994880512,
3009.321461860, 0.994532417,
3009.341893752, 0.994778156,
3009.362325643, 0.994862491,
3009.382757533, 0.994844069,
3009.403189423, 0.994990652,
3009.423621313, 0.995096728,
3009.444053203, 0.994922239,
3009.464485092, 0.994929470,
3009.484917081, 0.995104807,
3009.505348869, 0.995289157,
3009.525780757, 0.995048775,
3009.546212744, 0.995041970,
3009.566644531, 0.994462559,
3009.607508404, 0.994943461,
3009.627940190, 0.995021705,
3009.648372076, 0.994877076,
3009.668804061, 0.994720137,
3009.689235846, 0.994909937,
3009.709667730, 0.994996261,
3009.730099714, 0.994856705,
3009.750531498, 0.994968767,
3009.770963381, 0.995167124,
3009.791395364, 0.995048838,
3009.811827146, 0.995001431,
3009.852691010, 0.994892155,
3009.873122792, 0.994948306,
3009.893554773, 0.995223040,
3009.913986653, 0.995042311,
3009.934418433, 0.994965995,
3009.954850413, 0.994862222,
3009.975282292, 0.995228469,
3009.995714072, 0.995003916,
3010.016146050, 0.994950584,
3010.036577928, 0.994806991,
3010.057009706, 0.994768117,
3010.077441684, 0.994961148,
3010.097873561, 0.994950722,
3010.118305338, 0.994990825,
3010.138737314, 0.995094490,
3010.159169190, 0.994822069,
3010.179601065, 0.994953187,
3010.200032941, 0.994970954,
3010.220464815, 0.995158322,
3010.240896690, 0.995179197,
3010.261328564, 0.994826553,
3010.281760438, 0.994894309,
3010.302192311, 0.994936616,
3010.343056057, 0.994529113,
3010.363487929, 0.994421129,
3010.383919900, 0.994911242,
3010.404351672, 0.994871556,
3010.424783543, 0.995084392,
3010.445215513, 0.994852361,
3010.465647284, 0.995014802,
3010.486079154, 0.994704009,
3010.506511123, 0.994918724,
3010.526942892, 0.994820114,
3010.547374761, 0.994797891,
3010.567806729, 0.994936447,
3010.588238498, 0.994644041,
3010.608670465, 0.994888542,
3010.629102232, 0.994963135,
3010.649534099, 0.994778190,
3010.669966066, 0.994984686,
3010.690397932, 0.995129927,
3010.710829698, 0.995132609,
3010.731261663, 0.995071898,
3010.751693528, 0.995230642,
3010.772125293, 0.994751867,
3010.792557257, 0.998074665,
3010.833420884, 0.995261260,
3010.853852847, 0.995266860,
3010.874284710, 0.995410742,
3010.894716473, 0.995434983,
3010.915148435, 0.995264563,
3010.935580296, 0.995127539,
3010.956012058, 0.995255380,
3010.976444018, 0.995525231,
3010.996875879, 0.995256600,
3011.017307739, 0.995521011,
3011.037739599, 0.995321244,
3011.099035176, 0.995437829,
3011.119467034, 0.995332776,
3011.139898892, 0.995234105,
3011.160330850, 0.995447235,
3011.180762607, 0.995510329,
3011.201194464, 0.995627185,
3011.221626421, 0.995751341,
3011.242058177, 0.995767963,
3011.262490032, 0.995659483,
3011.282921988, 0.995983032,
3011.303353743, 0.990123927,
3011.323785597, 0.986387341,
3011.344217452, 0.985468314,
3011.364649305, 0.985346111,
3011.385081259, 0.985475964,
3011.405513012, 0.985407825,
3011.425944865, 0.986319233,
3011.446376817, 0.988408409,
3011.466808569, 0.995377530,
3011.487240421, 0.995882421,
3011.507672372, 0.995861049,
3011.528104223, 0.997464214,
3011.568967924, 0.995896744,
3011.589399774, 0.995612348,
3011.609831524, 0.995584336,
3011.630263473, 0.995674308,
3011.650695321, 0.995805549,
3011.671127070, 0.995797410,
3011.691559018, 0.995930097,
3011.711990865, 0.995775300,
3011.732422613, 0.995601073,
3011.752854560, 0.996031105,
3011.773286406, 0.995987472,
3011.814150098, 0.995622350,
3011.834581944, 0.995574538,
3011.855013789, 0.995585445,
3011.875445634, 0.995704568,
3011.895877478, 0.995692161,
3011.916309322, 0.995792312,
3011.936741166, 0.995736849,
3011.957173009, 0.995654160,
3011.977604852, 0.995763268,
3011.998036795, 0.995990654,
3012.018468537, 0.995749523,
3012.038900379, 0.996029654,
3012.059332221, 0.995900415,
3012.079764062, 0.995814005,
3012.100196003, 0.995918132,
3012.120627743, 0.995876308,
3012.141059583, 0.996084052,
3012.161491523, 0.995863827,
3012.181923262, 0.996440271,
3012.202355101, 0.996172712,
3012.222787040, 0.995701491,
3012.243218778, 0.995623826,
3012.263650616, 0.996366908,
3012.304514291, 0.995566359,
3012.324946128, 0.995194863,
3012.345378064, 0.995534403,
3012.365809901, 0.995559096,
3012.386241637, 0.995497045,
3012.406673572, 0.995637880,
3012.427105407, 0.995807890,
3012.447537142, 0.995705083,
3012.467969076, 0.995902547,
3012.488400910, 0.995418086,
3012.508832644, 0.995601082,
3012.549696410, 0.995966699,
3012.570128143, 0.996247572,
3012.590560075, 0.995995166,
3012.610991907, 0.995906847,
3012.631423638, 0.995808175,
3012.651855570, 0.995795044,
3012.672287401, 0.995791521,
3012.692719231, 0.995718841,
3012.713151061, 0.995691236,
3012.733582891, 0.995649030,
3012.754014720, 0.995580827,
3012.794878378, 0.994589275,
3012.815310207, 0.996530521,
3012.835742035, 0.995993921,
3012.856173862, 0.995754797,
3012.876605690, 0.996046304,
3012.897037517, 0.996313076,
3012.917469343, 0.996315457,
3012.937901270, 0.996183162,
3012.958332996, 0.996290834,
3012.978764821, 0.996175387,
3012.999196747, 0.996187312,
3013.060492220, 0.995892873,
3013.080923944, 0.996315461,
3013.101355768, 0.996276283,
3013.121787691, 0.996266723,
3013.142219414, 0.996065473,
3013.162651236, 0.996167106,
3013.183083158, 0.996558808,
3013.203514980, 0.996451667,
3013.223946702, 0.996523146,
3013.244378622, 0.996657468,
3013.264810443, 0.996452128,
3013.285242164, 0.996633800,
3013.305674084, 0.996705443,
3013.326105903, 0.996731750,
3013.346537623, 0.996881997,
3013.366969542, 0.996655367,
3013.387401360, 0.996875001,
3013.407833279, 0.996917714,
3013.428264997, 0.996863696,
3013.448696814, 0.996763757,
3013.469128632, 0.996758542,
3013.489560449, 0.996673900,
3013.530424082, 0.996119942,
3013.550855897, 0.996487565,
3013.571287713, 0.996895368,
3013.591719528, 0.997248269,
3013.612151343, 0.997089236,
3013.632583158, 0.996892245,
3013.653014972, 0.996922457,
3013.673446786, 0.997279641,
3013.693878599, 0.997102903,
3013.714310413, 0.996985777,
3013.734742225, 0.996737409,
3013.755174038, 0.996858902,
3013.775605950, 0.996615199,
3013.796037662, 0.996812187,
3013.816469474, 0.996935023,
3013.836901385, 0.996651646,
3013.857333095, 0.996641467,
3013.877764906, 0.996674392,
3013.898196816, 0.996786925,
3013.918628526, 0.995297821,
3013.939060335, 0.991423375,
3013.959492244, 0.993110421,
3013.979923953, 0.995497897,
3014.020787670, 0.986322076,
3014.041219478, 0.986781292,
3014.061651285, 0.987496605,
3014.082083092, 0.992236441,
3014.102514899, 0.996774776,
3014.122946706, 0.996895301,
3014.143378512, 0.996770730,
3014.163810317, 0.996617838,
3014.184242123, 0.996957409,
3014.204673928, 0.996677197,
3014.225105733, 0.996802913,
3014.265969341, 0.996771367,
3014.286401145, 0.996780956,
3014.306832949, 0.996830328,
3014.327264752, 0.996600727,
3014.347696454, 0.996541935,
3014.368128357, 0.996819452,
3014.388560159, 0.996894661,
3014.408991861, 0.996745668,
3014.429423762, 0.996646699,
3014.449855563, 0.996854127,
3014.470287364, 0.996657473,
3014.490719164, 0.996616091,
3014.511150964, 0.996940873,
3014.531582764, 0.996788285,
3014.552014564, 0.996656775,
3014.572446363, 0.996531458,
3014.592878162, 0.996784359,
3014.613310060, 0.996254873,
3014.633741758, 0.996300594,
3014.654173556, 0.996288763,
3014.674605453, 0.996917349,
3014.695037151, 0.999681597,
3014.715469048, 1.002701173,
3014.756332540, 0.996625211,
3014.776764436, 0.996869953,
3014.797196231, 0.996800130,
3014.817627927, 0.996758349,
3014.838059821, 0.996764540,
3014.858491616, 0.996564818,
3014.878923410, 0.996575800,
3014.899355204, 0.996638545,
3014.919786998, 0.996752992,
3014.940218791, 0.996712997,
3014.960650584, 0.996841006,
3015.001514168, 0.996929063,
3015.021945961, 0.996759733,
3015.042377752, 0.997021580,
3015.062809543, 0.997133986,
3015.083241334, 0.996999021,
3015.103673125, 0.996715949,
3015.124104815, 0.996944034,
3015.144536705, 0.996677274,
3015.164968495, 0.996964962,
3015.185400184, 0.997076820,
3015.205832073, 0.997413864,
3015.226263862, 0.997033667,
3015.246695550, 0.997048985,
3015.267127438, 0.997260110,
3015.287559226, 0.996959857,
3015.307991113, 0.997189125,
3015.328422800, 0.997464257,
3015.348854587, 0.997354067,
3015.369286474, 0.997099526,
3015.389718160, 0.997058404,
3015.410149945, 0.998473544,
3015.430581831, 1.000674454,
3015.451013616, 1.002759246,
3015.491877185, 0.997480723,
3015.512308970, 0.997362686,
3015.532740654, 0.997486118,
3015.553172537, 0.997493901,
3015.573604320, 0.997502550,
3015.594036003, 0.997367740,
3015.614467886, 0.997559889,
3015.634899668, 0.997377533,
3015.655331350, 0.997564456,
3015.675763232, 0.997516034,
3015.696195013, 0.997344290,
3015.737058575, 0.997551490,
3015.757490355, 0.997708633,
3015.777922135, 0.997745788,
3015.798353915, 0.997566296,
3015.818785694, 0.997543667,
3015.839217373, 0.997415967,
3015.859649252, 0.997263350,
3015.880081031, 0.997491548,
3015.900512809, 0.997676379,
3015.920944587, 0.997726791,
3015.941376364, 0.997692548,
3015.961808241, 0.997857454,
3015.982239918, 0.997672428,
3016.002671695, 0.997888977,
3016.023103571, 0.997823175,
3016.043535247, 0.997669045,
3016.063967023, 0.997735804,
3016.084398898, 0.997808388,
3016.104830573, 0.997796465,
3016.125262348, 0.997545583,
3016.145694222, 0.997620615,
3016.166125897, 0.997338014,
3016.186557670, 0.998952052,
3016.227421217, 0.997467374,
3016.247852990, 0.997341280,
3016.268284862, 0.997620239,
3016.288716635, 0.997526522,
3016.309148306, 0.997413849,
3016.329580178, 0.997603273,
3016.350011949, 0.997787347,
3016.370443620, 0.997644801,
3016.390875491, 0.997598040,
3016.411307261, 0.997581083,
3016.431738932, 0.997712190,
3016.452170801, 0.997675337,
3016.472602571, 0.997658355,
3016.493034240, 0.997664714,
3016.513466109, 0.997653285,
3016.533897877, 0.997586198,
3016.554329645, 0.992945788,
3016.574761413, 0.990027461,
3016.595193081, 0.991773653,
3016.615624948, 0.994073777,
3016.636056715, 0.995882137,
3016.656488482, 0.997948749,
3016.676920248, 1.000516990,
3016.717783780, 0.996283664,
3016.738215546, 0.997629333,
3016.758647311, 0.997336148,
3016.779079076, 0.997695144,
3016.799510940, 0.997376261,
3016.819942605, 0.997302296,
3016.840374369, 0.997297914,
3016.860806232, 0.997335017,
3016.881237896, 0.997393281,
3016.901669659, 0.997485725,
3016.922101521, 0.997644307,
3016.962964946, 0.997539607,
3016.983396808, 0.997260020,
3017.003828469, 0.997569963,
3017.024260231, 0.997268173,
3017.044692092, 0.997413904,
3017.065123752, 0.997355754,
3017.085555513, 0.997532478,
3017.105987372, 0.997613378,
3017.126419132, 0.997711853,
3017.146850892, 0.997719611,
3017.167282651, 0.998487835,
3017.208146168, 0.998539827,
3017.228577926, 0.997987917,
3017.249009684, 0.998039643,
3017.269441442, 0.998041229,
3017.289873199, 0.998004010,
3017.310304856, 0.998070881,
3017.330736713, 0.998106080,
3017.351168470, 0.998022820,
3017.371600126, 0.998136171,
3017.392031982, 0.998246093,
3017.412463737, 0.998342714,
3017.453327247, 0.998170560,
3017.473759002, 0.998261540,
3017.494190756, 0.998076538,
3017.514622511, 0.997883833,
3017.535054264, 0.998181678,
3017.555486018, 0.998089906,
3017.575917771, 0.998073584,
3017.596349524, 0.998014590,
3017.616781276, 0.998071486,
3017.637213129, 0.997809888,
3017.657644781, 0.998030380,
3017.698508384, 0.998419770,
3017.718940035, 0.998598747,
3017.739371786, 0.998449463,
3017.759803636, 0.998510488,
3017.780235287, 0.998309716,
3017.800667137, 0.998476416,
3017.821098886, 0.998398516,
3017.841530536, 0.998387194,
3017.861962385, 0.998601573,
3017.882394133, 0.998509448,
3017.902825782, 0.998482079,
3017.923257630, 0.998435187,
3017.943689378, 0.998363403,
3017.964121126, 0.998216262,
3017.984552873, 0.998228813,
3018.004984620, 0.998111390,
3018.025416367, 0.997925953,
3018.045848114, 0.998339684,
3018.066279860, 0.998164235,
3018.086711505, 0.997908118,
3018.107143351, 0.998241834,
3018.127575096, 0.998197606,
3018.148006742, 0.998202829,
3018.188870331, 0.998636050,
3018.209301975, 0.998475209,
3018.229733819, 0.998319644,
3018.250165562, 0.998334739,
3018.270597206, 0.998473604,
3018.291029049, 0.998606755,
3018.311460791, 0.998506671,
3018.331892534, 0.998203034,
3018.352324276, 0.998291215,
3018.372756018, 0.998074683,
3018.393187860, 0.998261175,
3018.413619501, 0.998300626,
3018.434051242, 0.998229857,
3018.454483083, 0.998202330,
3018.474914823, 0.998183868,
3018.495346463, 0.997860661,
3018.515778303, 0.997963558,
3018.536210043, 0.998359533,
3018.556641682, 0.998233919,
3018.577073521, 0.998238573,
3018.597505260, 0.998659623,
3018.617936898, 0.998150274,
3018.638368737, 0.997898392,
3018.679232112, 0.998597128,
3018.699663950, 0.998576123,
3018.720095586, 0.998459875,
3018.740527323, 0.998352630,
3018.760959160, 0.998418968,
3018.781390796, 0.998418898,
3018.801822532, 0.998692631,
3018.822254368, 0.998343048,
3018.842686103, 0.998478447,
3018.863117738, 0.998139161,
3018.883549573, 0.998209118,
3018.924412942, 0.998206594,
3018.944844776, 0.998437353,
3018.965276510, 0.998042240,
3018.985708343, 0.998034640,
3019.006139976, 0.998238464,
3019.026571709, 0.998106017,
3019.047003541, 0.998041557,
3019.067435174, 0.998202234,
3019.087866906, 0.998254908,
3019.108298738, 0.998476468,
3019.128730369, 0.998363807,
3019.149162101, 0.998198791,
3019.169593931, 0.997345102,
3019.190025562, 0.990156063,
3019.210457293, 0.988294888,
3019.230889122, 0.987752842,
3019.251320752, 0.987815607,
3019.271752482, 0.987495446,
3019.292184311, 0.987901094,
3019.312616040, 0.988902891,
3019.333047669, 0.992859207,
3019.353479497, 0.998288280,
3019.373911226, 0.998527647,
3019.414774681, 0.998295574,
3019.435206409, 0.998722393,
3019.455638036, 0.998666862,
3019.476069863, 0.998452038,
3019.496501489, 0.998777728,
3019.516933316, 0.998609621,
3019.537365041, 0.998925274,
3019.557796667, 0.998810857,
3019.578228493, 0.998631946,
3019.598660218, 0.998654561,
3019.619091843, 0.998722372,
3019.639523668, 0.998829934,
3019.659955392, 0.998821924,
3019.680387116, 0.998798766,
3019.700818840, 0.999009084,
3019.721250564, 0.999048020,
3019.741682287, 0.999199338,
3019.762114010, 0.999139917,
3019.782545733, 0.998960753,
3019.802977455, 0.998975915,
3019.823409277, 0.999055032,
3019.843840899, 0.998983388,
3019.864272621, 0.999188627,
3019.884704443, 0.998912719,
3019.905136064, 0.999276154,
3019.925567785, 0.998976969,
3019.945999605, 0.999181932,
3019.966431226, 0.999284019,
3019.986862946, 0.998918647,
3020.007294766, 0.998939329,
3020.027726385, 0.999236472,
3020.048158105, 0.999032607,
3020.068589924, 0.998980478,
3020.089021543, 0.999182043,
3020.109453361, 0.999215450,
3020.129885079, 0.999028638,
3020.150316797, 0.999194116,
3020.170748515, 0.999131437,
3020.191180233, 0.999167759,
3020.211611850, 0.999213891,
3020.232043667, 0.999308940,
3020.252475383, 0.999250307,
3020.272907000, 0.999156612,
3020.293338816, 0.999183104,
3020.313770532, 0.999351287,
3020.334202148, 0.999138264,
3020.354633963, 0.999503262,
3020.395497293, 0.999356174,
3020.415929108, 0.999162454,
3020.436360822, 0.999293322,
3020.456792436, 0.999105727,
3020.477224250, 0.999147392,
3020.497655963, 0.999126605,
3020.518087677, 0.999200231,
3020.538519390, 0.999042845,
3020.558951102, 0.998955384,
3020.579382815, 0.999072634,
3020.599814527, 0.999163727,
3020.620246239, 0.999335448,
3020.640678051, 0.998896811,
3020.661109762, 0.999410752,
3020.681541374, 0.999331939,
3020.701973185, 0.999322783,
3020.722404895, 0.999216992,
3020.742836506, 0.999534453,
3020.763268316, 0.999194107,
3020.783700026, 0.999367931,
3020.804131636, 0.999348263,
3020.824563445, 0.999542191,
3020.844995154, 0.999625376,
3020.885858572, 0.999288433,
3020.906290280, 0.999206626,
3020.926721888, 0.999467969,
3020.947153696, 0.999728418,
3020.967585304, 0.999285556,
3020.988017011, 0.999375906,
3021.008448818, 0.999366031,
3021.028880525, 0.999244126,
3021.049312132, 0.999399343,
3021.069743938, 0.999395180,
3021.090175644, 0.999364512,
3021.110607350, 0.999449730,
3021.131039056, 0.999308643,
3021.151470761, 0.999087774,
3021.171902566, 0.999272254,
3021.192334171, 0.999107364,
3021.212765876, 0.999322322,
3021.233197680, 0.999247049,
3021.253629284, 0.999321971,
3021.274060988, 0.999233943,
3021.294492792, 0.999227612,
3021.314924395, 0.999450781,
3021.335356098, 0.999220883,
3021.376219504, 0.999407425,
3021.396651206, 0.999353399,
3021.417083008, 0.999196146,
3021.437514610, 0.999307991,
3021.457946312, 0.999437513,
3021.478378113, 0.999476569,
3021.498809814, 0.999592378,
3021.519241415, 0.999439905,
3021.539673216, 0.999497223,
3021.560104916, 0.999416123,
3021.580536516, 0.999445937,
3021.621400016, 0.999587848,
3021.641831815, 0.999717819,
3021.662263414, 0.999490969,
3021.682695113, 0.999453737,
3021.703126812, 0.999718191,
3021.723558510, 0.999453256,
3021.743990108, 0.999744685,
3021.764421906, 0.999554498,
3021.784853604, 0.999950050,
3021.805285201, 0.996078099,
3021.825716999, 0.990562804,
3021.846148696, 0.989709084,
3021.866580392, 0.989487474,
3021.887012089, 0.989229252,
3021.907443785, 0.989474563,
3021.927875481, 0.989852621,
3021.948307177, 0.990798489,
3021.968738872, 0.997998685,
3021.989170567, 0.999819776,
3022.009602362, 1.000159518,
3022.030033957, 1.000187073,
3022.050465652, 1.000173062,
3022.070897446, 1.000242991,
3022.091329040, 1.000249306,
3022.111760734, 1.000048955,
3022.132192527, 1.000348353,
3022.152624121, 1.000337941,
3022.173055914, 1.000070203,
3022.193487607, 1.000105142,
3022.213919199, 1.000313311,
3022.234350992, 1.000118054,
3022.254782684, 1.000333128,
3022.275214276, 1.000388054,
3022.295646067, 1.000407865,
3022.316077759, 1.000568325,
3022.356941141, 0.999863591,
3022.377372832, 1.000030654,
3022.397804522, 1.000094468,
3022.418236212, 1.000133524,
3022.438667902, 1.000067901,
3022.459099492, 1.000221711,
3022.479531282, 1.000224108,
3022.499962971, 1.000247203,
3022.520394560, 1.000131575,
3022.540826349, 1.000332260,
3022.561258037, 1.000482457,
3022.581689626, 1.000520986,
3022.602121414, 1.000322974,
3022.622553102, 1.000441929,
3022.642984889, 1.000770855,
3022.663416477, 1.000275329,
3022.683848164, 1.000544181,
3022.704279951, 1.000320173,
3022.724711538, 1.000435614,
3022.745143224, 1.000426602,
3022.765575010, 1.000324379,
3022.786006597, 1.000359957,
3022.806438282, 1.000342958,
3022.847301753, 1.000406306,
3022.867733338, 1.000133137,
3022.888165123, 1.000455689,
3022.908596808, 1.000130583,
3022.929028392, 1.000364598,
3022.949460176, 1.000132093,
3022.969891860, 1.000277244,
3022.990323444, 1.000295660,
3023.010755228, 1.000805992,
3023.031186911, 1.000390258,
3023.051618494, 1.000225357,
3023.072050277, 1.000545069,
3023.092481959, 1.000252820,
3023.112913541, 1.000178319,
3023.133345324, 0.999972329,
3023.153777006, 1.000188919,
3023.174208687, 1.000110606,
3023.194640368, 1.000206736,
3023.215072050, 1.000007625,
3023.235503731, 0.999973560,
3023.255935411, 1.000138949,
3023.276367092, 1.000133989,
3023.296798772, 1.000229661,
3023.337662132, 1.000404207,
3023.358093812, 1.000607434,
3023.378525491, 1.000317895,
3023.398957170, 1.000359807,
3023.419388949, 1.000276160,
3023.439820528, 1.000654061,
3023.460252207, 1.000450410,
3023.480683985, 1.000562330,
3023.501115563, 1.000598972,
3023.521547241, 1.000469093,
3023.541979018, 1.000530431,
3023.562410596, 1.000538550,
3023.582842273, 1.000604608,
3023.603274050, 1.000507624,
3023.623705627, 1.000796944,
3023.644137403, 1.000598090,
3023.664569079, 1.000733357,
3023.685000755, 1.000447369,
3023.705432431, 1.000639799,
3023.725864107, 1.000565424,
3023.746295782, 1.000675045,
3023.766727458, 1.000845994,
3023.787159133, 1.000605743,
3023.807590807, 1.000861994,
3023.828022482, 1.000455834,
3023.848454156, 1.000773867,
3023.868885830, 1.000883931,
3023.889317504, 1.000687911,
3023.909749178, 1.000526630,
3023.930180851, 1.000848288,
3023.950612524, 1.000619749,
3023.971044197, 1.000832984,
3023.991475770, 1.000827412,
3024.011907543, 1.000644110,
3024.032339215, 1.001034826,
3024.052770887, 1.001113727,
3024.073202559, 1.001050969,
3024.093634231, 1.000997376,
3024.114066002, 1.000953284,
3024.134497573, 1.000760756,
3024.154929244, 1.000927044,
3024.175361015, 1.000680485,
3024.195792586, 1.000829243,
3024.216224256, 1.000662245,
3024.236656026, 1.000729671,
3024.257087696, 1.000594231,
3024.277519266, 1.000911345,
3024.318382705, 1.000385607,
3024.338814274, 1.000383547,
3024.359246043, 1.000941384,
3024.379677712, 1.001036542,
3024.400109280, 1.001002122,
3024.420541048, 1.001006647,
3024.440972717, 0.994561488,
3024.461404284, 0.991635315,
3024.481836052, 0.990932318,
3024.502267719, 0.990662848,
3024.522699387, 0.990632899,
3024.543131054, 0.991082727,
3024.563562720, 0.991617868,
3024.583994387, 0.994844820,
3024.604426053, 1.001132836,
3024.624857719, 1.001254673,
3024.645289385, 1.001247510,
3024.665721051, 1.001318913,
3024.686152717, 1.001322518,
3024.706584382, 1.001188098,
3024.727016047, 1.001025975,
3024.747447712, 1.001108052,
3024.767879477, 1.001297455,
3024.808742705, 1.001392349,
3024.829174470, 1.001081589,
3024.849606033, 1.001167124,
3024.870037697, 1.001276119,
3024.890469460, 1.001579905,
3024.910901024, 1.001556830,
3024.931332687, 1.001400987,
3024.951764450, 1.001325917,
3024.972196012, 1.001437340,
3024.992627775, 1.001305367,
3025.013059437, 1.001562068,
3025.053922761, 1.001325072,
3025.074354422, 1.001468107,
3025.094786084, 1.001653883,
3025.115217745, 1.001456003,
3025.135649406, 1.001748756,
3025.156081067, 1.001808476,
3025.176512727, 1.001850719,
3025.196944388, 1.001844723,
3025.217376048, 1.001559511,
3025.237807808, 1.001475941,
3025.258239368, 1.001840795,
3025.299102787, 1.001631907,
3025.319534346, 1.001430303,
3025.339966005, 1.001720585,
3025.360397663, 1.001652203,
3025.380829322, 1.001695077,
3025.401260980, 1.001865613,
3025.421692639, 1.001564710,
3025.442124297, 1.001423831,
3025.462556054, 1.001621187,
3025.482987612, 1.001702230,
3025.503419269, 1.001560550,
3025.523851027, 1.001587284,
3025.544282583, 1.001400121,
3025.564714240, 1.001444081,
3025.585145997, 1.001579788,
3025.605577653, 1.001653925,
3025.626009209, 1.001212046,
3025.646440966, 1.001297119,
3025.666872621, 1.001256510,
3025.687304177, 1.001669192,
3025.707735932, 1.001735173,
3025.728167587, 1.001827996,
3025.748599143, 1.001712261,
3025.769030897, 1.001906854,
3025.789462552, 1.001729920,
3025.809894106, 1.001565474,
3025.830325861, 1.001679693,
3025.850757515, 1.001724562,
3025.871189268, 1.001572634,
3025.891620822, 1.001776117,
3025.912052475, 1.001702225,
3025.932484229, 1.002021002,
3025.952915782, 1.001985100,
3025.973347435, 1.002064848,
3025.993779187, 1.002232709,
3026.034642392, 1.002040673,
3026.055074144, 1.002054073,
3026.075505696, 1.001997993,
3026.095937348, 1.001702439,
3026.116369099, 1.002066612,
3026.136800651, 1.002064413,
3026.157232302, 1.002276389,
3026.177664053, 1.002362077,
3026.198095604, 1.002465185,
3026.218527254, 1.002373031,
3026.238959005, 1.002238712,
3026.259390555, 1.002057316,
3026.279822305, 1.002321909,
3026.300253954, 1.002522208,
3026.320685504, 1.002336108,
3026.341117254, 1.002221850,
3026.361548903, 1.002437313,
3026.381980452, 1.002275417,
3026.402412201, 1.002357775,
3026.422843849, 1.002419155,
3026.443275498, 1.002387016,
3026.463707146, 1.002325197,
3026.484138794, 1.002692365,
3026.504570442, 1.002830151,
3026.525002090, 1.002644442,
3026.545433738, 1.002829373,
3026.565865385, 1.002806896,
3026.586297132, 1.002692778,
3026.606728679, 1.002878094,
3026.627160326, 1.002868597,
3026.647592073, 1.002441507,
3026.668023619, 1.002654745,
3026.688455365, 1.002597230,
3026.708887012, 1.002359067,
3026.729318557, 1.002520781,
3026.770181949, 1.002075526,
3026.790613494, 1.002208100,
3026.811045239, 1.002229366,
3026.831476784, 1.002619729,
3026.851908429, 1.002330681,
3026.872340173, 1.002706915,
3026.892771718, 1.002531402,
3026.913203362, 1.002490709,
3026.933635106, 1.002666397,
3026.954066750, 1.002764069,
3026.974498294, 1.002760041,
3027.015361681, 1.002632375,
3027.035793224, 1.002620793,
3027.056224967, 0.999741354,
3027.076656610, 0.993330866,
3027.097088352, 0.992314834,
3027.117519895, 0.991969839,
3027.137951537, 0.992020865,
3027.158383279, 0.992068529,
3027.178814821, 0.992623602,
3027.199246463, 0.993494901,
3027.219678205, 0.999766087,
3027.240109746, 1.002552591,
3027.260541387, 1.002795687,
3027.280973128, 1.002784527,
3027.301404669, 1.002728418,
3027.321836310, 1.002663191,
3027.342268050, 1.002705487,
3027.362699590, 1.002778588,
3027.383131231, 1.002868919,
3027.403562971, 1.002737660,
3027.423994610, 1.002751394,
3027.444426150, 1.002743451,
3027.464857889, 1.002707943,
3027.485289529, 1.002872000,
3027.505721168, 1.002831228,
3027.526152807, 1.002684101,
3027.546584446, 1.002846776,
3027.567016084, 1.002797604,
3027.587447723, 1.002351293,
3027.607879261, 1.002588760,
3027.628310999, 1.002649128,
3027.648742637, 1.002660868,
3027.669174174, 1.002789066,
3027.689605912, 1.002672986,
3027.710037549, 1.002601006,
3027.750900823, 1.002755140,
3027.771332460, 1.002989566,
3027.791764097, 1.002847456,
3027.812195734, 1.003098611,
3027.832627370, 1.003017144,
3027.853059006, 1.002958603,
3027.873490642, 1.002709371,
3027.893922278, 1.003163370,
3027.914354013, 1.002995720,
3027.934785649, 1.003057335,
3027.955217184, 1.002947055,
3027.975648920, 1.002941900,
3027.996080555, 1.002617436,
3028.016512089, 1.002920973,
3028.036943824, 1.003111414,
3028.057375459, 1.002858637,
3028.077806993, 1.002920841,
3028.098238727, 1.003195072,
3028.118670361, 1.002969779,
3028.139101895, 1.003336945,
3028.159533628, 1.003181256,
3028.179965262, 1.003018046,
3028.200396795, 1.003288077,
3028.220828528, 1.003276691,
3028.241260061, 1.003128686,
3028.261691794, 1.002947272,
3028.282123427, 1.002670544,
3028.302555059, 1.002922189,
3028.322986692, 1.003306109,
3028.343418324, 1.003009661,
3028.363849956, 1.003193829,
3028.384281588, 1.003252431,
3028.404713219, 1.003321689,
3028.425144851, 1.003205176,
3028.445576582, 1.003086151,
3028.486439744, 1.003123000,
3028.506871475, 1.003309357,
3028.527303006, 1.003380225,
